Feature	Gain	Cover	Frequency
ctrx_quarter	0.18824384194625	0.0248195767952401	0.0260624559755811
mcuentas_saldo	0.0859330125142702	0.0326705011511501	0.0309931908898803
mpasivos_margen	0.0676145573830779	0.0204266900920611	0.026297252876262
ctarjeta_visa_transacciones	0.0512631217312065	0.0110750547407637	0.0169053768490256
mpayroll	0.0459101018545437	0.0270426120552874	0.0115050481333646
cpayroll_trx	0.0400164056437185	0.0121736091636379	0.00352195351021367
cprestamos_personales	0.0334316354740351	0.0104797624773964	0.00680911011974642
mrentabilidad_annual	0.0321816500191598	0.0389764328398772	0.0389762855130312
mcaja_ahorro	0.0291314475874679	0.0160446927305132	0.0234796900680911
mcomisiones_mantenimiento	0.0237768922275448	0.0142916573033186	0.0145574078422165
mprestamos_personales	0.0226693345839072	0.0322348036730325	0.0129138295374501
Visa_mpagominimo	0.0205518669807278	0.014747177221404	0.0201925334585583
ccomisiones_mantenimiento	0.0168856199386418	0.0027068092743266	0.00375675041089458
mtarjeta_visa_consumo	0.0159918564173451	0.0160951774269334	0.0190185489551538
mcuenta_corriente	0.0146103018922833	0.0245822646735271	0.0305235970885184
Master_status	0.0142705510489708	0.0069230397792169	0.00352195351021367
cdescubierto_preacordado	0.0124761593463236	0.0180786657430227	0.0063395163183846
mrentabilidad	0.011816488273921	0.0172013587223998	0.0201925334585583
mactivos_margen	0.0116587350352943	0.0252623439880496	0.0213665179619629
Master_fechaalta	0.0113110848925498	0.0229231536870543	0.0272364404789857
cliente_edad	0.0103390398255383	0.0179502408469791	0.029114815684433
Visa_fechaalta	0.00935214243440787	0.0225300787883178	0.0223057055646865
Master_Fvencimiento	0.00848849475716875	0.0186761680660616	0.0253580652735384
Visa_mconsumospesos	0.00810688002796037	0.0139066735754246	0.0260624559755811
Visa_Fvencimiento	0.00798794123197613	0.014272497262188	0.0213665179619629
Visa_status	0.00752084630961682	0.0209354062083486	0.00610471941770369
mcomisiones_otras	0.00716439719866864	0.013271117367788	0.018548955153792
Visa_msaldopesos	0.00707888014407778	0.0102022235552741	0.0152617985442592
Visa_cconsumos	0.00699001611807089	0.0126061122697932	0.0190185489551538
Visa_mpagospesos	0.00696930721093287	0.0114565593271018	0.0187837520544729
Visa_msaldototal	0.00681751880389035	0.0174008398226752	0.0164357830476638
ccajas_consultas	0.0065679273662074	0.0204542694081312	0.00516553181498004
ctarjeta_debito_transacciones	0.00630046048120624	0.00905079484765136	0.0147922047428974
cliente_antiguedad	0.00616540307322294	0.0107888551086117	0.0169053768490256
numero_de_cliente	0.00603066183505826	0.0131198428071844	0.0204273303592393
Master_mfinanciacion_limite	0.00588495516679998	0.00842983617700535	0.0199577365578774
mcomisiones	0.00567039890506534	0.0108191273545338	0.0126790326367692
mtransferencias_recibidas	0.00561187975051437	0.00973273135517516	0.0183141582531111
ccaja_seguridad	0.00552936892632342	0.0118941635233675	0.00305235970885184
mautoservicio	0.00510503071823898	0.0108731964334466	0.0136182202394928
chomebanking_transacciones	0.00499882142623825	0.0100904700617393	0.0133834233388119
ccomisiones_otras	0.00474994657843269	0.00935324491856518	0.013148626438131
cproductos	0.0047191236967918	0.00889470396653091	0.0084526884245128
Visa_mfinanciacion_limite	0.00438005210431362	0.00975610722441887	0.0154965954449401
Visa_mconsumototal	0.00406972401436039	0.0079742605431299	0.0133834233388119
mcuenta_debitos_automaticos	0.00402961459300607	0.0126185740348323	0.00798309462315098
mttarjeta_visa_debitos_automaticos	0.00391102368837355	0.0104034194637541	0.0129138295374501
mcaja_ahorro_dolares	0.0036803109679647	0.00667571119658326	0.0110354543320028
ccallcenter_transacciones	0.00363223093836637	0.0110819944519454	0.00399154731157549
ctarjeta_master_transacciones	0.00352261158524156	0.00303001657235222	0.00305235970885184
mtransferencias_emitidas	0.00347710348805718	0.00949492398199513	0.0122094388354074
thomebanking	0.00329012946307373	0.00672341010350137	0.00493073491429913
cmobile_app_trx	0.00327921334362824	0.00665504682912153	0.00680911011974642
