Feature	Gain	Cover	Frequency
ctrx_quarter	0.295143668920195	0.0442783297981808	0.0319465933184345
mpayroll	0.0730094800476913	0.0725815145576688	0.0307002464042175
mcuentas_saldo	0.0720078795039304	0.0383876648494792	0.0362443412984929
mprestamos_personales	0.0445546915957481	0.0274428612899177	0.0135235803105839
mpasivos_margen	0.0428257416243098	0.0163285385912364	0.0211878975416882
cpayroll_trx	0.0413752155914365	0.026501417491694	0.00911122571772391
mrentabilidad_annual	0.0322739185466484	0.023502630722159	0.0350123202108762
mcaja_ahorro	0.026563467280041	0.0137778701629376	0.0221477279239012
mtarjeta_visa_consumo	0.025262198282486	0.0199173608476984	0.0227350868145092
mcomisiones_mantenimiento	0.0191339733291802	0.0277672388155005	0.0176207667182396
mrentabilidad	0.0163905101202533	0.0119505818349758	0.0190246977250587
Visa_mpagominimo	0.0160572955829426	0.0158962587505231	0.022133402097301
Visa_status	0.0139918477608751	0.034352225144218	0.00906824823792333
mcuenta_corriente	0.0130131878838566	0.00914674104489914	0.0149704887972036
mactivos_margen	0.0120966913586786	0.0123500098711465	0.0201707638530743
cdescubierto_preacordado	0.0120743000298509	0.0110165688896953	0.00436937711305942
Visa_fechaalta	0.0095632985098138	0.0138285920830723	0.0160735774454186
cliente_edad	0.00918596007498048	0.0236224746645603	0.0388802933929288
Visa_msaldopesos	0.00853891760528505	0.0118561750382069	0.0150421179302046
Master_fechaalta	0.00823235925350553	0.0203954050261221	0.0284797432811873
cproductos	0.00822737546760789	0.0100958137049261	0.00977021374133287
ctarjeta_visa	0.00803520237812955	0.00156960371967166	0.00121769526101656
Master_Fvencimiento	0.00792340205509102	0.0105859386320871	0.0206291903042806
cprestamos_personales	0.00694010341634782	0.00899812030557246	0.00514297174946994
ccaja_seguridad	0.00681621172212008	0.0163309588631014	0.00426909632685806
ccajas_consultas	0.00660045631551535	0.011229510856549	0.00403988310125494
ctarjeta_master	0.00637440835704221	0.000640995164912187	0.000931178729012664
ctarjeta_visa_transacciones	0.00634242641697132	0.0177964224359826	0.0202853704658759
ccomisiones_otras	0.006164189936574	0.027791116917395	0.0280642943097817
Master_status	0.00580366574934035	0.0118249809137861	0.00309437854564208
Visa_Fvencimiento	0.00557717104947818	0.00484646780179989	0.0129218955933757
Visa_cconsumos	0.00555136373315472	0.00671761251592893	0.0120050426909633
numero_de_cliente	0.00536784557911767	0.00801523818476937	0.0174488567990373
Visa_msaldototal	0.00502514605387507	0.0116768327457907	0.0178929574236433
Visa_mconsumospesos	0.00493012584631946	0.00886381214718962	0.0172339694000344
mcuenta_debitos_automaticos	0.00492972019108432	0.0114879470151963	0.00981319122113346
Master_mfinanciacion_limite	0.00463682922330243	0.00495421112096844	0.0142255458139935
cliente_antiguedad	0.0044118880053432	0.00751609612550779	0.0130508280327775
mtransferencias_recibidas	0.00429976136371149	0.00876315077315894	0.0166752621626268
chomebanking_transacciones	0.00422069933632166	0.00380553301648755	0.0111168414417512
Visa_mpagospesos	0.00401562324753037	0.010257687052117	0.0219041888716979
Visa_mfinanciacion_limite	0.00392953574046072	0.00472831024712457	0.0117328519855596
mcomisiones_otras	0.00372978980319315	0.00892065835622843	0.0142828491203942
thomebanking	0.00358668425333222	0.00258587425638877	0.0038822990086528
ccallcenter_transacciones	0.00348326811425578	0.0313871013530683	0.0118188069451607
internet	0.00332344223769783	0.00967703527131382	0.00393960231505358
mautoservicio	0.00308247869394417	0.0118731375518497	0.0168471720818291
mttarjeta_visa_debitos_automaticos	0.00289526305716638	0.0027559623949464	0.00796515958970833
mtransferencias_emitidas	0.00287862688983335	0.0180860534551432	0.027276373846771
mcomisiones	0.00287831487061294	0.00890251883081189	0.01544324107501
ccajas_transacciones	0.00278865451543634	0.00129695656083396	0.0011174144748152
cmobile_app_trx	0.00276453957965286	0.00300743879979696	0.00432639963325884
Master_mconsumospesos	0.00261484830651481	0.00374375425216666	0.00494241017706722
ctarjeta_debito_transacciones	0.00240311644744457	0.00899335410717647	0.018308406395049
ccomisiones_mantenimiento	0.00236683341059028	0.0111543145996626	0.00326628846484442
tmobile_app	0.00233688379365109	0.0146435442882825	0.00267892957423643
Visa_mconsumosdolares	0.00230331705467066	0.0206861298786133	0.0156008251676122
mtarjeta_master_consumo	0.00222607552217543	0.00312611824399548	0.00299409775944072
ccaja_ahorro	0.0021697790193385	0.0194425149908239	0.00796515958970833
tcallcenter	0.00210527110835611	0.00462258602945411	0.00308005271904189
ctransferencias_recibidas	0.00200967788405443	0.00862908110871901	0.0108303249097473
mcaja_ahorro_dolares	0.00196484779932708	0.0024290424061575	0.00681909346169274
Master_mpagospesos	0.00196286806111773	0.00910837149160357	0.00611712795828319
Master_mpagominimo	0.00189128955819879	0.00280356181105081	0.00492808435046702
ctarjeta_visa_debitos_automaticos	0.00160289670431338	0.00245001147082256	0.00349550169044754
cextraccion_autoservicio	0.00158835248810453	0.0203355975172922	0.0169044753882299
ctransferencias_emitidas	0.00150776953567786	0.00256318052719216	0.00505701678986878
Master_cconsumos	0.00150763722010927	0.00148906343184239	0.00230645808263137
mplazo_fijo_dolares	0.00128616960520479	0.00806123291940609	0.00242106469543293
mpagomiscuentas	0.0011683797730253	0.00202095792317025	0.00518594922927053
Master_msaldopesos	0.00113730437759743	0.0033984466748169	0.0036101083032491
ccuenta_debitos_automaticos	0.00104936856777431	0.00346720433133737	0.00234943556243195
Master_mlimitecompra	0.000982337547695225	0.00186030354502078	0.00306572689244169
ctarjeta_debito	0.000925804365820412	0.00138412168041054	0.00267892957423643
mextraccion_autoservicio	0.000908477042887815	0.0110723521812849	0.0127356598475732
Visa_msaldodolares	0.000868782120184416	0.00713363649171912	0.00454128703226176
Master_fultimo_cierre	0.000853925598396286	0.0016307545971614	0.00285083949343877
Master_msaldototal	0.000852206042430478	0.00461516621789713	0.00409718640765572
Visa_mlimitecompra	0.000799798628028879	0.00146186996970453	0.00240673886883273
matm_other	0.000786864276210715	0.00240152506335643	0.00286516532003897
ctarjeta_master_transacciones	0.000741217752274318	0.000512655979933673	0.000845223769411495
Visa_fultimo_cierre	0.000707878147555977	0.00353809371149565	0.00224915477623059
catm_trx	0.000698014791511053	0.00233278654523878	0.0033235917712452
cpagomiscuentas	0.000581513277694797	0.00112941235766729	0.00243539052203312
Visa_mpagosdolares	0.000537872078400985	0.000753997864395683	0.00143258266001948
matm	0.000456548194696726	0.00147402138331392	0.00336656925104579
mttarjeta_master_debitos_automaticos	0.000441581545580726	0.000885409499120115	0.000931178729012664
Visa_mconsumototal	0.000403776989259207	0.000698149060581045	0.00147556013982007
Visa_mpagado	0.000374580073956078	0.00404195853970065	0.000945504555612859
Master_mconsumototal	0.000289774171623299	0.000551846276273498	0.000630336370408573
catm_trx_other	0.000192928123008971	0.00104908921710085	0.000845223769411495
minversion2	0.000183727560573098	0.00251165553023126	0.000300842358604091
Master_mpagado	0.000162606550968583	0.000181283368118166	0.000272190705403702
ccheques_depositados	0.000147658478382945	0.00147690907386333	0.000243539052203312
Visa_cadelantosefectivo	0.000125582940863968	0.000532132249178342	0.000544381410807404
Master_madelantopesos	0.000100928374814619	4.62560474445364e-05	0.000143258266001948
active_quarter	9.90203771131471e-05	9.30847747890067e-05	0.000243539052203312
tcuentas	9.03933160223024e-05	0.000755207264235775	0.000200561572402728
Master_mconsumosdolares	7.30572809303446e-05	0.000110208492670965	0.000372471491605066
ccajas_depositos	7.24053053022642e-05	0.000527878371104154	0.000143258266001948
mcaja_ahorro_adicional	6.75838943479156e-05	0.000347864026311806	0.000143258266001948
ccajas_extracciones	5.79574829845128e-05	0.000502054040860732	0.000114606612801559
cseguro_vivienda	5.47196906659795e-05	0.000207578061415647	0.000286516532003897
Master_msaldodolares	4.15166230624029e-05	0.000974277936548168	0.000630336370408573
cplazo_fijo	3.44409925828405e-05	0.000126423872511125	7.16291330009742e-05
mcheques_depositados	3.28999172829787e-05	0.000365930678579131	5.73033064007793e-05
Master_delinquency	3.02211173736744e-05	0.00168216623589017	0.000959830382213054
ctarjeta_visa_descuentos	2.66813095360431e-05	5.73688346544372e-05	4.29774798005845e-05
Master_mpagosdolares	2.6439707382166e-05	4.64930692026067e-05	0.000243539052203312
cseguro_accidentes_personales	2.53332837638631e-05	4.44239134201976e-05	7.16291330009742e-05
Master_cadelantosefectivo	2.0458224315967e-05	1.10840796056625e-05	1.43258266001948e-05
mcajeros_propios_descuentos	1.74513217629992e-05	0.00326896728268543	0.00161881840582202
cforex	1.53014013262592e-05	0.0007852501401174	0.000358145665004871
Visa_madelantopesos	1.13988861657446e-05	0.000118600682309971	0.000157584092602143
ctarjeta_master_debitos_automaticos	1.12469063640779e-05	4.14258090083326e-05	0.000128932439401754
mcheques_emitidos	8.76863912173053e-06	6.94090983089611e-05	2.86516532003897e-05
Visa_delinquency	8.18330537924251e-06	0.000117338283815901	8.5954959601169e-05
cseguro_vida	7.29988233538503e-06	2.26120229383945e-05	2.86516532003897e-05
