Feature	Gain	Cover	Frequency
campo8_rank	0.07960283373515	0.00542041909707357	0.0026476135209633
compromiso_rank	0.0627370060458145	0.015519939079802	0.00705425794284056
monto_total_rank	0.0418942176416008	0.0132335558562194	0.0156680690555636
mcaja_ahorro_rank	0.0415365266458117	0.012251218031511	0.0168286667633831
campo1_rank	0.0335985355439366	0.00215329871627868	0.00145074713477441
mcuentas_saldo_rank	0.0314743855045288	0.0282541761714141	0.0248984477005658
gastos_tc_rank	0.0263102446753559	0.00981612666079238	0.0126940374292761
mtarjeta_visa_consumo_rank	0.023529719726871	0.00941508632347133	0.0110075438851008
edad_sueldo_rank	0.0232438748765137	0.0136243151010988	0.00645582474974612
monto_prod	0.0205552225493274	0.0117649766692075	0.0155048600029015
mrentabilidad_annual_rank	0.0204942584806992	0.0336662636151818	0.0216524009865081
has_payroll	0.0179421149090041	0.00432983728357803	0.00166835920499057
campo12_rank	0.0178369369123963	0.0157853353760114	0.0204192659219498
cpayroll_trx_rank	0.0171362091813334	0.00433721876429347	0.00221238938053097
mprestamos_personales_rank	0.0160096349232184	0.0201453905003817	0.00850500507761497
mingresos	0.0154439590940481	0.0104596532933134	0.00631075003626868
campo9	0.0150519982059399	0.00126181999488398	0.00134194109966633
ctarjeta_visa_transacciones_rank	0.0143284778106575	0.00869804916403882	0.0119323951835195
mpayroll_rank	0.0140594515948511	0.00859865078090057	0.00558537646888147
mcomisiones_mantenimiento_rank	0.0139307154550778	0.0143181134323014	0.010826200493254
desc_gastos_rank	0.0135203210133213	0.00177133444890687	0.00215798636297693
mactivos_margen_rank	0.0131479559815881	0.0220435520228918	0.0187327723777746
balance_rank	0.0130209208881613	0.0236669847951551	0.00779776584941245
mv_msaldopesos_rank	0.011906450453678	0.00577754591430077	0.00863194545190773
mv_mpagominimo_rank	0.0111756490681292	0.00703337593526069	0.0110800812418395
mrentabilidad_rank	0.0110607045374744	0.0173571320467562	0.0172820252430001
mdeuda_rank	0.0107318688821899	0.0106219594432361	0.00471492818801683
mcuenta_corriente_rank	0.01063659102137	0.0138644162483109	0.0146344117220368
mautoservicio_rank	0.0102575433570282	0.0127258507190021	0.0128753808211229
cdescubierto_preacordado	0.00920545204393633	0.0212404178737954	0.00524082402437255
mv_msaldototal_rank	0.00916379317789222	0.00730182679599232	0.00846873639924561
mcomisiones_rank	0.00912389968229091	0.0124175273843602	0.0144893370085594
mvr_mpagominimo_rank	0.00883230065125524	0.00931707382177543	0.0154867256637168
has_visa	0.00852248304243722	0.00489579444416617	0.00226679239808501
mcomisiones_otras_rank	0.00843844720408057	0.0125158717816487	0.0150696358624692
Visa_msaldopesos_rank	0.00816229239320956	0.00545846077557295	0.00899463223560134
mvr_msaldopesos_rank	0.0081139571114406	0.0102070280735835	0.0140178441897577
cliente_edad_rank	0.00798164977138145	0.0158542944841639	0.0211265051501523
ccomisiones_otras	0.00784282516244272	0.00609619585557197	0.00912157260989409
ctarjeta_debito_transacciones_rank	0.00765686030262235	0.00682487851028312	0.00892209487886261
ccomisiones_mantenimiento	0.0076245937120243	0.00338773451209447	0.00297403162628754
Master_Fvencimiento_rank	0.00701910579522283	0.0137947427208319	0.0156862033947483
Visa_fechaalta_rank	0.00683912150380228	0.0173220293574263	0.0165022486580589
mvr_msaldototal_rank	0.00655165217893791	0.0129133574097794	0.0151784418975773
limite_ingresos_rank	0.00652424467386691	0.00598806283957937	0.00513201798926447
mtransferencias_recibidas_rank	0.00645087384238827	0.00865219489853032	0.0147250834179603
mvr_msaldopesos2_rank	0.006269464195855	0.011987142158137	0.0152147105759466
ccajas_consultas_rank	0.00620159017872695	0.0170629385660818	0.0040076889598143
cproductos	0.00595127039090469	0.00939888429548002	0.00846873639924561
f_ccomisiones_rank	0.00576207216874014	0.00766438309782225	0.011279558972871
chomebanking_transacciones_rank	0.00562257033017496	0.0101054133029283	0.0135282170317714
mv_Fvencimiento_rank	0.00553358134132483	0.00824008898827587	0.013999709850573
Master_fechaalta_rank	0.00543148618638819	0.0143640740680461	0.0150696358624692
Visa_msaldototal_rank	0.00531489977977632	0.00516818560619422	0.00792470622370521
fraccion_vida	0.00524454486881788	0.0129464226999705	0.016665457710721
ccaja_seguridad_rank	0.00523421748368016	0.0122062638218469	0.00288335993036414
mv_fechaalta_rank	0.0051777940377394	0.00909913910671039	0.0136007543885101
has_master	0.00502050893409245	0.00441163139263091	0.00253880748585522
numero_de_cliente	0.00490085764854582	0.0126249810513953	0.016212099231104
ctarjeta_master	0.00472579867828602	0.00538046531130005	0.00290149426954882
mvr_mpagospesos_rank	0.00462450353636648	0.00779076525745697	0.0140178441897577
ctarjeta_visa	0.00458474722467952	0.00657997638337333	0.0029196286087335
mcuenta_debitos_automaticos_rank	0.00452690715802894	0.012848458269439	0.00763455679675033
cliente_antiguedad_rank	0.00449548073569739	0.00924913801575065	0.0138365007979109
Visa_Fvencimiento_rank	0.00426667886560253	0.00846494799659899	0.0124945596982446
mv_mpagospesos_rank	0.00374118613896822	0.0044914596978962	0.00839619904250689
tcallcenter	0.00360053459629332	0.0140359489934303	0.00386261424633686
Visa_mpagominimo_rank	0.00353997438978609	0.00596944497987823	0.0102096329609749
mtransferencias_emitidas_rank	0.00341918800408657	0.00749206178104824	0.00979254315972726
mv_mfinanciacion_limite_rank	0.00334927584087974	0.00472999597528778	0.00923037864500218
mv_mconsumospesos_rank	0.00325101810584853	0.00593188912697673	0.00855940809516901
mvr_mconsumospesos_rank	0.00319571119716449	0.00699161180989089	0.0107536631365153
mvr_mconsumototal_rank	0.00317675718416545	0.00633852208402232	0.0100464239083128
has_debito_transacciones	0.00316392206856851	0.0025776438518319	0.00219425504134629
mttarjeta_visa_debitos_automaticos_rank	0.00312240334342	0.00653373448017726	0.00941172203684898
Visa_mpagospesos_rank	0.00302609304996238	0.00536388127097021	0.0093029160017409
mv_mlimitecompra_rank	0.00300532368203755	0.0056265385335984	0.0100826925866821
thomebanking_rank	0.00297321764582792	0.00580742469996518	0.00451545045698535
pagos_deb	0.00283396997405575	0.00479694120848827	0.00817858697229073
ctransferencias_recibidas_rank	0.00275059141335052	0.0057356483147404	0.00803351225881329
cmobile_app_trx_rank	0.00260279969735024	0.00774110876740092	0.00554910779051211
Visa_mconsumospesos_rank	0.00252433227751116	0.00447681742577174	0.00779776584941245
Master_mlimitecompra_rank	0.00251257906769632	0.00447037588973934	0.00821485565066009
Visa_mfinanciacion_limite_rank	0.00251169125743326	0.00500106569168963	0.00886769186130857
mv_cconsumos	0.00243130383810843	0.0049012239287689	0.00663716814159292
mcaja_ahorro_dolares_rank	0.00234821684537111	0.0044082868669361	0.00805164659799797
Visa_mlimitecompra_rank	0.0023431236091179	0.00487589042511909	0.00812418395473669
mv_mconsumototal_rank	0.00232963850481797	0.00527307944393744	0.00707239228202524
Master_mfinanciacion_limite_rank	0.00229369907219269	0.00390199369232477	0.00763455679675033
cextraccion_autoservicio	0.00223590902347692	0.00772594998595662	0.006292615697084
Visa_cconsumos	0.00221256133687147	0.00402877422894975	0.0059299289133904
Visa_mconsumototal_rank	0.00216904410872316	0.00352493575209609	0.00634701871463804
internet	0.00203641369278138	0.00943521740206099	0.00286522559117946
ccajas_transacciones_rank	0.00183312300721483	0.00524760223818973	0.00168649354417525
ctransferencias_emitidas_rank	0.00180107590698246	0.00444698006313198	0.00538589873784999
mextraccion_autoservicio_rank	0.00175014079192926	0.00626326616472605	0.0060206006093138
mpagomiscuentas_rank	0.00167247983350437	0.00418149631831492	0.00516828666763383
ccuenta_debitos_automaticos	0.0016072575557	0.00247587412838068	0.00317350935731902
mtarjeta_master_consumo_rank	0.00158243736146779	0.00260939025337361	0.00243000145074713
ctarjeta_visa_debitos_automaticos	0.00149617404739115	0.00294441098310695	0.00402582329899898
cdebitos_aut	0.00140496613339853	0.00230928350808008	0.00446104743943131
cpagomiscuentas	0.00136614789256962	0.00281267144561613	0.00339112142753518
campo7_rank	0.00133928861701566	0.00094609063254903	0.00134194109966633
ctarjeta_debito	0.0012657867491867	0.00201048030957494	0.00324604671405774
ccaja_ahorro	0.00124423402989886	0.00822978232606589	0.00248440446830118
matm_rank	0.00111657914449656	0.00384764872955159	0.00404395763818367
catm_trx_rank	0.00103886134875249	0.00521096331717979	0.00375380821122878
Master_msaldopesos_rank	0.00100482691529234	0.00498849201382137	0.0029196286087335
Master_msaldototal_rank	0.000973184555052244	0.00270962221095873	0.00237559843319309
ctarjeta_master_transacciones_rank	0.000954289056705722	0.00219449826116422	0.00143261279558973
campo11	0.0009541740462722	0.00152390909726034	0.00290149426954882
mvr_msaldodolares2_rank	0.000848725801077197	0.00303051666649209	0.0028289569128101
Master_mpagominimo_rank	0.000843518502730766	0.0031734036001749	0.00224865805890033
Master_mpagospesos_rank	0.00075745166225702	0.00189854558043017	0.00235746409400841
has_visa_transacciones	0.000724337168863942	0.00101690508309003	0.00117873204700421
mvr_mconsumosdolares_rank	0.000680845274228497	0.00224836302368856	0.00215798636297693
cseguros	0.000678247485157645	0.00158075734035098	0.00199477731031481
has_master_transacciones	0.00061996048264355	0.000736904869408591	0.000797910924125925
matm_other_rank	0.000583085770348448	0.00427576182616282	0.00244813578993182
Visa_fultimo_cierre_rank	0.000580972037461191	0.00335951622718404	0.00199477731031481
Visa_mconsumosdolares_rank	0.000546567529155852	0.00257609381247701	0.00197664297113013
Visa_mpagado_rank	0.00046832015639548	0.00668492954297902	0.00181343391846801
has_pmc	0.000430189572532588	0.000981526240262353	0.00139634411722037
has_da	0.000365767121962993	0.000547557155312995	0.000997388655157406
cseguro_vida_rank	0.000349944866860929	0.00375282068680089	0.00101552299434209
mv_fultimo_cierre_rank	0.000344789013770975	0.000798317316142379	0.00116059770781953
ccajas_extracciones_rank	0.000327014907886261	0.00654963325071642	0.00145074713477441
mvr_msaldodolares_rank	0.000321166795323367	0.00107738269909444	0.000888582620049325
catm_trx_other_rank	0.000320459032266106	0.00171657372170098	0.00145074713477441
Master_fultimo_cierre_rank	0.000310021287485825	0.000940572165152585	0.000888582620049325
Master_mconsumospesos_rank	0.000232461023059484	0.00105186407032208	0.000906716959234005
Master_mconsumototal_rank	0.000220472485781854	0.00110247840389898	0.000888582620049325
active_quarter	0.000189691175220919	0.000313491496212548	0.000290149426954882
mv_mpagado_rank	0.000164352582542149	0.00123055993033551	0.000435224140432323
cdescuentos	0.000111283040073477	0.000383348614628061	0.000290149426954882
Visa_msaldodolares_rank	0.000103237055725851	0.000747929019317327	0.000453358479617003
mplazo_fijo_dolares_rank	0.000100441160851954	0.00069508500194388	0.000308283766139562
cseguro_accidentes_personales_rank	9.82273685913674e-05	0.000575568836495488	0.000326418105324242
Master_cconsumos	8.42702934802262e-05	0.000254538861190085	0.000290149426954882
mvr_mpagosdolares_rank	8.34056288429155e-05	0.000207654134018731	0.000272015087770202
mv_msaldodolares_rank	6.65278894514215e-05	0.000375167311559918	0.000272015087770202
mttarjeta_master_debitos_automaticos_rank	4.67259574321831e-05	0.000312183858261227	0.000163209052662121
ctarjeta_master_debitos_automaticos	3.22723039204607e-05	0.000103500285370376	0.000108806035108081
pasamanos_rank	3.20563505029977e-05	0.000124796833999564	7.25373567387204e-05
mvr_madelantopesos_rank	3.16626989248874e-05	0.000175645386654177	0.000108806035108081
cplazo_fijo_rank	2.29894738711167e-05	9.06340893526614e-05	7.25373567387204e-05
mv_mpagosdolares_rank	2.06161473839034e-05	0.000200024626550696	7.25373567387204e-05
campo3_rank	1.58170449644748e-05	3.78780319821978e-05	5.44030175540403e-05
cseguro_vivienda_rank	1.23798308127636e-05	6.91340053677346e-05	5.44030175540403e-05
campo4_rank	4.69348735085164e-06	5.6889154719928e-05	1.81343391846801e-05
mdescuentos_rank	2.67186637232644e-06	0.000109232516029885	0.000126940374292761
